"rape face KEKW","2020-05-21 15:55:46","hasanabi","Ned_Flanders","none"
"This game has a lot of DEV errors FOR SURE","2020-05-21 15:55:46","drdisrespect","artisanargo","subscriber/0,premium/1"
"PepeLa","2020-05-21 15:55:46","hasanabi","LadyJasmineOfOlivine","bits-charity/1"
"kimiHmm","2020-05-21 15:55:46","imaqtpie","IchVanLoy","none"
"Yes yes yes, oh my god 🤦�?�♂�?","2020-05-21 15:55:46","mrtlexify","evan_cla22","none"
"other streamers read their chat every 10 minutes","2020-05-21 15:55:46","yassuo","WalthoPH","vip/1,subscriber/6,sub-gifter/1"
"ItsBoshyTime SeriousSloth ATTENTION ALL NAFFERS ItsBoshyTime SeriousSloth SIGNALLING ALL NAFFERS ItsBoshyTime SeriousSloth.","2020-05-21 15:55:46","dreamhackcs","flipad3","none"
"`mind your business - sev","2020-05-21 15:55:46","tfblade","Ciaotonytauge","none"
"https://liquipedia.net/rocketleague/Johnnyboi_i/Fusion/Europe/Qualifier","2020-05-21 15:55:46","johnnyboi_i","sofus2106","none"
"sli is junk and dead tech","2020-05-21 15:55:46","timthetatman","draxss","premium/1"
"Quit","2020-05-21 15:55:46","teepee","voltzx_","premium/1"
"@KpT14 thanks","2020-05-21 15:55:46","castro_1021","bosstech6000","none"
"!watchtime","2020-05-21 15:55:46","nikolarn","jurry2003","none"
"loading up Warzone again, applying Vsync, and running borderless","2020-05-21 15:55:46","drdisrespect","1PANTHERA1","subscriber/3,premium/1"
"Ban appeal form for twitch chat: https://bit.ly/37QZnAy","2020-05-21 15:55:46","sodapoppin","Fossabot","moderator/1,subscriber/12,partner/1"
"LOVE YOU LONG TIME CHAT lupoLOVE","2020-05-21 15:55:46","drlupo","InspectorPoly","subscriber/12,glhf-pledge/1"
"KEKW","2020-05-21 15:55:46","timthetatman","TheRoofDaddy","turbo/1"
"Follow Tim on Twitter for some dank memes and occasionally good tweets - twitter.com/timthetatman tatW","2020-05-21 15:55:46","timthetatman","Fossabot","moderator/1,subscriber/12,partner/1"
"Oh no, I come back and he's talking to himself as Elias monkaS Not a good sign monkaS","2020-05-21 15:55:46","elajjaz","lordpanda616","subscriber/36"
"KEKW","2020-05-21 15:55:46","hasanabi","Devlin__","subscriber/0,premium/1"
"slide slide jump","2020-05-21 15:55:46","teepee","Understood","subscriber/6,sub-gifter/5"
"What a gentleman","2020-05-21 15:55:46","timthetatman","phil_da_thrill","none"
"@Dno2010wrestling adding to nasus' q damage by killing things w q","2020-05-21 15:55:46","imls","istillwatchlol","glhf-pledge/1"
"69 nice","2020-05-21 15:55:46","elajjaz","cogitus","subscriber/0"
"My brain can't even follow","2020-05-21 15:55:46","gmhikaru","Dave9yj","none"
"PogChamp","2020-05-21 15:55:46","dreamhackcs","armandasxlt","premium/1"
"Banks is actuyally a smart dude, plus he has expirience in this, he was adicted to prescription drugs and was once in a mental hospital @HasanAbi","2020-05-21 15:55:46","hasanabi","guillefeijo14","none"
"pepeMeltdown pepeMeltdown IQ TOTAL CRITICAL pepeMeltdown pepeMeltdown","2020-05-21 15:55:46","hasanabi","Tureynul","subscriber/0"
"I just downed an entire bottle of Hemp2o and I feel refreshed","2020-05-21 15:55:46","mrtlexify","bo0fenshmirtz","none"
"5 years","2020-05-21 15:55:46","hasanabi","twisted_deeds","subscriber/9,glhf-pledge/1"
"OMEGALUL","2020-05-21 15:55:46","elajjaz","SaixSoul","subscriber/6"
"PepeHands","2020-05-21 15:55:46","hasanabi","Dgln","none"
"they lose subs in btwn that","2020-05-21 15:55:46","asmongold","yuurp_","none"
"PAUSING PIKER PauseChamp","2020-05-21 15:55:46","hasanabi","BakBakBok","subscriber/0"
"moon2Y","2020-05-21 15:55:46","clintstevens","TheNotoriousUSB","none"
"jurry2003 has spent 1 hour 20 mins watching nikolarn","2020-05-21 15:55:46","nikolarn","StreamElements","moderator/1,partner/1"
"comeback to trailer HeyGuys HeyGuys HeyGuysl","2020-05-21 15:55:47","dreamhackcs","banned_forever_cs","none"
"LUL","2020-05-21 15:55:47","timthetatman","Mentalstatemike","subscriber/72,twitchconNA2019/1"
"D3 INCOMING PogU","2020-05-21 15:55:47","imaqtpie","flamingsch1ong","none"
"@sofus2106 -> Beep! [stop posting links] [warning]","2020-05-21 15:55:46","johnnyboi_i","Nightbot","moderator/1,subscriber/42,partner/1"
"Acknowledge Niki","2020-05-21 15:55:47","wilbursoot","brycetankthrust","none"
"Round 100 on Bus Depot!!!","2020-05-21 15:55:47","mrtlexify","ardync69","none"
"Nothing will change .","2020-05-21 15:55:47","vader","BoomrBruh","subscriber/6"
"thats me :)","2020-05-21 15:55:47","elajjaz","Dracconfoo","none"
"esfandRetPill esfandPrime esfandRetPill esfandPrime esfandRetPill esfandPrime esfandRetPill esfandPrime","2020-05-21 15:55:47","asmongold","theimperial007","premium/1"
"YEP","2020-05-21 15:55:47","giantwaffle","Rosjnski","none"
"MercyWing1 LUL MercyWing2","2020-05-21 15:55:47","wilbursoot","Zcafa","none"
"niki rights","2020-05-21 15:55:47","wilbursoot","marinawastaken_","none"
"I want to see you destroy her","2020-05-21 15:55:47","wilbursoot","titlebozz","none"
"9-10","2020-05-21 15:55:47","dreamhackcs","tynamuran","none"
"Savequid","2020-05-21 15:55:47","dreamhackcs","nipeshroy","none"
"YEP","2020-05-21 15:55:47","giantwaffle","oohoo3","subscriber/3"
"HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi","2020-05-21 15:55:47","hasanabi","Mentoto","subscriber/6"
"Negative Visualization Psychology Method monkaW Negative Visualization Psychology Method monkaW","2020-05-21 15:55:47","elajjaz","kappatona","subscriber/3"
"h3h3 PainsChamp keemstar PainsChamp","2020-05-21 15:55:47","hasanabi","metrimunamartti","none"
"LULW","2020-05-21 15:55:47","elajjaz","Grimesi","none"
"lmao","2020-05-21 15:55:47","elajjaz","SaulGoodman_","subscriber/3,sub-gifter/1"
"SeriousSloth SeriousSloth SeriousSloth ANY NAFFERS ??? SeriousSloth SeriousSloth SeriousSloth","2020-05-21 15:55:47","dreamhackcs","varien72","none"
"yasTop HYPERCLAP","2020-05-21 15:55:47","yassuo","AlphaniteXIII","subscriber/0,glhf-pledge/1"
"lupoMEOW lupoWOOF lupoMEOW lupoWOOF","2020-05-21 15:55:47","drlupo","NocabIsBacon","subscriber/6"
"lolol","2020-05-21 15:55:47","timthetatman","tristan1987","glhf-pledge/1"
"PepeLaugh","2020-05-21 15:55:47","elajjaz","Gam3freak99","premium/1"
"PauseChamp @HasanAbi UNPAUSE","2020-05-21 15:55:47","hasanabi","FranF","none"
"SLI SUCKS","2020-05-21 15:55:47","timthetatman","etshrimpinator","premium/1"
"is niki ok??","2020-05-21 15:55:47","wilbursoot","kiki_12","none"
"lol","2020-05-21 15:55:47","timthetatman","Curly_Crab","premium/1"
"GPU driver its what its saying","2020-05-21 15:55:47","drdisrespect","dontshoot00","subscriber/3,twitchconNA2019/1"
"pog","2020-05-21 15:55:47","dreamhackcs","suiiouy","none"
"@Hiko do we get to keep our characters that we purchased or unlocked after beta? Or do we have to re-buy them or re-unlock them as well?","2020-05-21 15:55:47","hiko","Goldmine69","premium/1"
"monkaW 🔫","2020-05-21 15:55:47","asmongold","Eventz15","subscriber/3"
"thats me :)","2020-05-21 15:55:47","elajjaz","PortWine","subscriber/3"
"9777777","2020-05-21 15:55:47","mrtlexify","radioactivemittens","none"
"PepeLa","2020-05-21 15:55:47","hasanabi","DookieMane","subscriber/0,premium/1"
"@Psychobrahe Master? hell no, he died in normal mode","2020-05-21 15:55:47","quin69","johnsonlite02","none"
"xqcHYPERF RESUME THE TIME OF THE VIDEO","2020-05-21 15:55:47","hasanabi","BiPolarism","subscriber/0"
"CoD won't run if his GPU is overclocked. CoD doesn't like it.","2020-05-21 15:55:47","timthetatman","Farvarra","subscriber/6,premium/1"
"KEKW","2020-05-21 15:55:47","timthetatman","TxBengal10","moderator/1,subscriber/72,bits/1000"
"pof gg","2020-05-21 15:55:47","tfblade","aymanicht","none"
"auronByebye auronCattt auronCattt auronCattt auronCattt","2020-05-21 15:55:47","wilbursoot","alex_gria","none"
":D","2020-05-21 15:55:47","gmhikaru","mandora391","bits-charity/1"
"KEKW","2020-05-21 15:55:47","timthetatman","BabyxHuey","subscriber/12"
"aysTop","2020-05-21 15:55:47","yassuo","HoldMyZamZam","subscriber/3"
"KEKW","2020-05-21 15:55:47","hasanabi","38Sabertooth","glhf-pledge/1"
"cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh","2020-05-21 15:55:47","dreamhackcs","CloutGod206","premium/1"
"KEKW","2020-05-21 15:55:47","hasanabi","Wildslayer_23","subscriber/0"
"he really took it to heart","2020-05-21 15:55:47","natehill","Duankyy","subscriber/3,glhf-pledge/1"
"The last big update caused some problems","2020-05-21 15:55:48","drdisrespect","lightweaponx","subscriber/3"
"JAFAR OMEGALUL","2020-05-21 15:55:47","hasanabi","sleepingDjinn","subscriber/6"
"LETS GET IT PogU","2020-05-21 15:55:48","imaqtpie","大�??�?�脳","none"
"YEP C OMEGALUL C K","2020-05-21 15:55:48","giantwaffle","GoreHound194","subscriber/12,sub-gifter/5"
"omg","2020-05-21 15:55:48","dreamhackcs","sarut1o","none"
"ass","2020-05-21 15:55:48","clintstevens","DaaFunkk","none"
"KEKW","2020-05-21 15:55:48","hasanabi","imgonnacrynow","none"
"LOOOOOOOOOOOL","2020-05-21 15:55:48","timthetatman","duckbossuy","premium/1"
"KEKW","2020-05-21 15:55:48","timthetatman","bartho1omew13","subscriber/12"
"SLI is trash","2020-05-21 15:55:48","drdisrespect","kosmasgr","subscriber/0"
"KEKW","2020-05-21 15:55:48","hasanabi","Skyiland","none"
"Ela has finally lost it","2020-05-21 15:55:48","elajjaz","bmbzl","none"
"KEKW","2020-05-21 15:55:48","hasanabi","Necro_PlayzTV","subscriber/3,premium/1"
"wtff","2020-05-21 15:55:48","dreamhackcs","xandox_br","premium/1"
"that's me :)","2020-05-21 15:55:48","elajjaz","MeccaMaster","subscriber/12,premium/1"
"!oden Kappa","2020-05-21 15:55:48","huskerrs","simeongroen","none"
"Fr shit is annoying","2020-05-21 15:55:48","castro_1021","daniels00","subscriber/12,premium/1"
"no one does SLI anymore tbh","2020-05-21 15:55:48","drdisrespect","Pikachuhulk","subscriber/6,overwatch-league-insider_1/1"
"@Shiphtur i thought you were masters ?","2020-05-21 15:55:48","shiphtur","Moveslikeragu","subscriber/6,premium/1"
"qtpW","2020-05-21 15:55:48","imaqtpie","omvasi","subscriber/12,premium/1"
"NA LUL","2020-05-21 15:55:48","dreamhackcs","luiejongen","premium/1"
"fl0wtiMonkaS","2020-05-21 15:55:48","vader","lFlow","twitchconNA2019/1"
"PepeLa nymnCorn PepeLa nymnCorn PepeLa nymnCorn PepeLa nymnCorn PepeLa nymnCorn","2020-05-21 15:55:48","hasanabi","serianoseri","glhf-pledge/1"
"B D:","2020-05-21 15:55:48","tfblade","tobito_burito","none"
"when are you going to finish your dank castle","2020-05-21 15:55:48","sodapoppin","dennyboy9","none"
"kewk","2020-05-21 15:55:48","timthetatman","rohan6696","subscriber/0"
"invite cloakzy","2020-05-21 15:55:48","timthetatman","hockeyboys3","subscriber/0,premium/1"
"VAC","2020-05-21 15:55:48","dreamhackcs","jorosgod","none"
"!uptime","2020-05-21 15:55:48","wilbursoot","bluewolf0059","none"
"FBPass itswillSilly FBBlock its Will OSRS wish that u Win big Today. From the Its Will OSRS Comunity to You clint Steven, we love and Suport U itswillPog itswillKeepStreamingMyGuy itswillMald itswillMald","2020-05-21 15:55:48","clintstevens","hello_snoopy","none"
"kekw","2020-05-21 15:55:48","timthetatman","CEASRR","subscriber/12,bits/1000"
"hey there","2020-05-21 15:55:48","tfue","T3SLAFN","subscriber/0,premium/1"
"ELIGE Pog","2020-05-21 15:55:48","dreamhackcs","pluribiss","none"
"hahaha","2020-05-21 15:55:48","timthetatman","Gotya91","premium/1"
"PepeLa","2020-05-21 15:55:48","hasanabi","sols_ow","subscriber/12"
"NO DOC I'VE BEEN GETTING THE SAME DEV ERROR SINCE THE UPDATE YESTERDAY","2020-05-21 15:55:48","drdisrespect","siqstream","subscriber/0,premium/1"
"OMEGALUL OMEGALUL OMEGALUL","2020-05-21 15:55:48","hasanabi","Kugelrohr","none"
"bye","2020-05-21 15:55:48","drlupo","daboytj","none"
"its etc doc turn it off","2020-05-21 15:55:48","drdisrespect","frankcasserole","subscriber/6,premium/1"
"Why Rich look like he's trying to crush a fart?","2020-05-21 15:55:48","asmongold","Daganatv","premium/1"
"KEKW","2020-05-21 15:55:48","timthetatman","xflame97","subscriber/0,premium/1"
"KEKW","2020-05-21 15:55:48","hasanabi","spell_hunteru","none"
"is this keemstar?","2020-05-21 15:55:48","hasanabi","n0mader","subscriber/0"
"furia wins","2020-05-21 15:55:48","dreamhackcs","Zaxter","none"
"Spike balls and lava","2020-05-21 15:55:48","giantwaffle","osgili4th","none"
"KEKW","2020-05-21 15:55:48","timthetatman","SamTheWhiteKnight","subscriber/3,premium/1"
"@guse44 ill take 3","2020-05-21 15:55:48","imls","Dno2010wrestling","premium/1"
"how to fix the error: ***","2020-05-21 15:55:48","drdisrespect","myanis","subscriber/12,premium/1"
"!sens","2020-05-21 15:55:48","tsm_imperialhal","balabxl","glhf-pledge/1"
"KEKW","2020-05-21 15:55:48","timthetatman","LukeG01","premium/1"
"KEKW","2020-05-21 15:55:49","timthetatman","Thicc_Big_Boi","none"
"I C U P @sodapoppin","2020-05-21 15:55:49","sodapoppin","dos_taco","subscriber/0,premium/1"
"!runes","2020-05-21 15:55:49","tfblade","Whodrigo","glhf-pledge/1"
"hahahahaha","2020-05-21 15:55:49","timthetatman","jettripps","premium/1"
"SLI IS A BAD STD","2020-05-21 15:55:49","timthetatman","MiniMoe17","premium/1"
"this is the Bob Ross of mario streams","2020-05-21 15:55:49","elajjaz","dreamobile","subscriber/3,premium/1"
"Stream has been live for 2 hours 55 minutes 5 seconds","2020-05-21 15:55:48","wilbursoot","Nightbot","moderator/1,subscriber/0,partner/1"
"16-8","2020-05-21 15:55:49","dreamhackcs","boothy0000","none"
"!Monitor","2020-05-21 15:55:49","tsm_imperialhal","naxamammus","premium/1"
"YEP","2020-05-21 15:55:49","giantwaffle","MikeyAW","premium/1"
"LOOOOL","2020-05-21 15:55:49","hasanabi","thatoneguy332","subscriber/3,premium/1"
"✊😂","2020-05-21 15:55:49","mrtlexify","h2oblue44","subscriber/0"
"haha that sounded so wrong","2020-05-21 15:55:49","elajjaz","Kineticbomb","none"
"SLI is ancient","2020-05-21 15:55:49","drdisrespect","CoffinNails","subscriber/24,premium/1"
"I think sheesh made kalven extinct n28LUL n28LUL n28LUL n28LUL","2020-05-21 15:55:49","nick28t","sa3ad_rmd","subscriber/0"
"yasTop","2020-05-21 15:55:49","yassuo","a1d4rewk","subscriber/3,premium/1"
"BR CS LUL BACK TO SLUMS LUL","2020-05-21 15:55:49","dreamhackcs","yocrawg","premium/1"
"YEP","2020-05-21 15:55:49","giantwaffle","lilputenga","vip/1,subscriber/6"
"reverse2k","2020-05-21 15:55:49","natehill","phcobra","none"
"Tarzaned too much of a pussy","2020-05-21 15:55:49","yassuo","jayjayjayjay1111","none"
"@Asmongold it shouldnt need fixing, it should be obvious","2020-05-21 15:55:49","asmongold","snagprophet","subscriber/6"
"vax","2020-05-21 15:55:49","dreamhackcs","Shingis321","none"
"USE THE TIME BOMB IN ROUND 100 ON BURIED","2020-05-21 15:55:49","mrtlexify","coolfire80706","none"
"@scotty2times im jjust saying :D","2020-05-21 15:55:49","tsm_imperialhal","kxxxq","none"
"falk at ST","2020-05-21 15:55:49","nick28t","mimzinho","subscriber/0,premium/1"
"Scopey Wopey","2020-05-21 15:55:49","tfue","shawnk8","subscriber/12,sub-gifter/1"
"ns","2020-05-21 15:55:49","dreamhackcs","ebaron13","none"
"Patch 9.8 https://tinyurl.com/tfblade","2020-05-21 15:55:49","tfblade","Nightbot","moderator/1,partner/1"
"KEKW","2020-05-21 15:55:49","timthetatman","ShabazzJenkins3011","premium/1"
"its not good now","2020-05-21 15:55:49","timthetatman","lancepants87","subscriber/12,premium/1"
"Sadge","2020-05-21 15:55:49","asmongold","Naloc","none"
"corona taste like dirty dish water 💯","2020-05-21 15:55:49","natehill","PlsFreePlebs","subscriber/18,bits/1"
"https://www.amazon.com/Alienware-25-Gaming-Monitor-AW2518H/dp/B0733VW5QB","2020-05-21 15:55:49","tsm_imperialhal","Nightbot","moderator/1,partner/1"
"Apex: 2.0 Mouse 1.0 ADS 400 dpi Polling - 1000 Windows: 6/11 | COD - 5.0 | Valorant - 0.26","2020-05-21 15:55:49","tsm_imperialhal","Nightbot","moderator/1,partner/1"
"�?�","2020-05-21 15:55:49","buddha","Kruckerz","subscriber/0"
"elaK","2020-05-21 15:55:49","elajjaz","veizuhh","none"
"sli isnt used that much anymore","2020-05-21 15:55:49","drdisrespect","Twitchyfingr","subscriber/24"
"SLI isn't even supported anymore for games :D","2020-05-21 15:55:49","drdisrespect","pottam","subscriber/0,premium/1"
"if that is real this game is sooo broken","2020-05-21 15:55:49","tfue","fatimaaaxo","subscriber/6,sub-gifter/1"
"WTF","2020-05-21 15:55:49","dreamhackcs","passwordcode","premium/1"
"boss depot","2020-05-21 15:55:49","mrtlexify","bobbignose","none"
"lupoLOVE lupoLOVE lupoLOVE lupoLOVE","2020-05-21 15:55:49","drlupo","brigadierbaecon","subscriber/12,premium/1"
"hes going psycho monkaW","2020-05-21 15:55:49","elajjaz","PADINITZ","subscriber/3"
"LULW","2020-05-21 15:55:49","elajjaz","goljie","none"
"held hostage KEKW","2020-05-21 15:55:49","imaqtpie","RAIK4S","none"
"elaDoubt","2020-05-21 15:55:49","elajjaz","qindein","subscriber/0"
"KEKW","2020-05-21 15:55:49","timthetatman","orenlshi","none"
"lmao the chicken","2020-05-21 15:55:49","natehill","esuardi","subscriber/3,glhf-pledge/1"
"awe","2020-05-21 15:55:49","natehill","disconnectedxo","subscriber/0,premium/1"
"!penis","2020-05-21 15:55:49","johnnyboi_i","woodsnatch22","bits/1000"
"OMEGALUL","2020-05-21 15:55:49","hasanabi","ムラサキエル","subscriber/0,premium/1"
"POGGIES","2020-05-21 15:55:49","huskerrs","hectorjreyesc","subscriber/0,premium/1"
"jon zherka? @HasanAbi","2020-05-21 15:55:49","hasanabi","filipeoliveiraa","subscriber/3"
"PepeLa","2020-05-21 15:55:50","hasanabi","johnnylikey5","premium/1"
"Here we go again, Clint gets a 13.2 and then misses owless","2020-05-21 15:55:49","clintstevens","itype40trihardperminute","none"
"MAN WATHCHING THIS AT WORK DOING NOTHING IS SWEET","2020-05-21 15:55:50","teepee","austindavis5","subscriber/6,premium/1"
"!uptime","2020-05-21 15:55:50","wilbursoot","applesnox1","none"
"d league bruh","2020-05-21 15:55:50","timthetatman","parzival23","none"
"lexM_TK lexM_TK lexM_TK lexM_TK lexM_TK lexM_TK lexM_TK lexM_TK","2020-05-21 15:55:50","mrtlexify","Footballboss21345","none"
"lmao","2020-05-21 15:55:50","timthetatman","joshanderson88","none"
"POGGERS","2020-05-21 15:55:49","imaqtpie","DeviDayne","premium/1"
"straight to D2 LUL","2020-05-21 15:55:50","shiphtur","Caladobolg","none"
"!rewards","2020-05-21 15:55:50","castro_1021","saifaiwifi","premium/1"
"LMAO","2020-05-21 15:55:50","timthetatman","killermind23","premium/1"
"Try unplugging and plugging back in","2020-05-21 15:55:50","drdisrespect","theemattb_","subscriber/12,premium/1"
"LULW","2020-05-21 15:55:50","elajjaz","adrian_33","premium/1"
"KEKW","2020-05-21 15:55:50","hasanabi","Boroloro","subscriber/0"
"Vsync helps says Google","2020-05-21 15:55:50","drdisrespect","MackPlays","subscriber/0,premium/1"
"KEKW salty singed","2020-05-21 15:55:50","imls","Guranus","none"
"lol","2020-05-21 15:55:50","timthetatman","sp0nge_alm1ghty","none"
"KEKW","2020-05-21 15:55:50","timthetatman","AlejandroGaGo","subscriber/0,glhf-pledge/1"
"now they got 2 inhibs so they'll scale for late Kappa","2020-05-21 15:55:50","imls","Dzienki_Za_Suba","none"
"@Siulaim YESSS","2020-05-21 15:55:50","drlupo","The_Pyro_Fox","subscriber/12,bits-charity/1"
"there's a reason no one does this event...you can just farm the lunar pillars and make better gear from that, even if you can't kill moon lord yet","2020-05-21 15:55:50","giantwaffle","selane","premium/1"
"HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi HE HAS NO HAIR EITHER PepeLa @HasanAbi","2020-05-21 15:55:50","hasanabi","Mentoto","subscriber/6"
"KEKW","2020-05-21 15:55:50","timthetatman","TxBengal10","moderator/1,subscriber/72,bits/1000"
"@krispie0221 Hey, long time peepoHappy","2020-05-21 15:55:50","yassuo","TheArcalius","subscriber/12,bits/1000"
"@andrebruh11 stero hearts","2020-05-21 15:55:50","castro_1021","b3n4dawin","none"
"@whodrigo Last Game (Garen): Conqueror > Triumph > Legend: Tenacity > Last Stand | Nimbus Cloak > Transcendence | AttackSpeed > Adaptive > Armor","2020-05-21 15:55:50","tfblade","LoLRankBot","subscriber/3,turbo/1"
"KEKW","2020-05-21 15:55:50","timthetatman","mistah_sin","subscriber/12"
"KEKW KEKW KEKW","2020-05-21 15:55:50","timthetatman","AA_ronMessedUp","subscriber/0,premium/1"
":)","2020-05-21 15:55:50","elajjaz","RonsuDE","subscriber/6,premium/1"
"lmfao","2020-05-21 15:55:50","timthetatman","the_gun_doctor","subscriber/3,premium/1"
"SLI IS OLD TECH LUL","2020-05-21 15:55:50","drdisrespect","Ninja_Aubergine","subscriber/0,premium/1"
"D:","2020-05-21 15:55:50","sodapoppin","Dylanminjaro","none"
"lma omegalol","2020-05-21 15:55:50","timthetatman","beststarter","subscriber/24,premium/1"
"LOLOLOL","2020-05-21 15:55:50","timthetatman","tanner_licks_eggs","none"
"KEKW","2020-05-21 15:55:50","timthetatman","DamselNDistress","subscriber/3,bits-charity/1"
"futuristic if you're in 2005","2020-05-21 15:55:50","timthetatman","manentea","premium/1"
"ACTUAL ALLADIN VILLAIN","2020-05-21 15:55:50","hasanabi","dimoskann","subscriber/0"
"lol","2020-05-21 15:55:50","wilbursoot","GNjames","premium/1"
"they patched it 2 mins ago","2020-05-21 15:55:50","tfue","SphenicAE","subscriber/6,premium/1"
"winston PogU","2020-05-21 15:55:50","tfblade","WIDE_AF","none"
"LMAO","2020-05-21 15:55:50","timthetatman","jagin","none"
"ass","2020-05-21 15:55:50","clintstevens","Icylad","none"
"KEKW","2020-05-21 15:55:50","timthetatman","krazylegs","subscriber/12,premium/1"
"KEKW","2020-05-21 15:55:50","timthetatman","BillyShip","subscriber/12,premium/1"
"yasTop","2020-05-21 15:55:50","yassuo","HoldMyZamZam","subscriber/3"
"ZNS? REALLY?","2020-05-21 15:55:51","mrtlexify","Hybs_","moderator/1,subscriber/6,sub-gift-leader/3"
"WHEN ALL YOUR FRIENDS ARE YES-MEN LULW","2020-05-21 15:55:51","hasanabi","yungbussy","none"
"@bruksyboy yeah apparently it’s been around forever but it just got exploited","2020-05-21 15:55:51","tfue","mattmudbone","subscriber/0,premium/1"
"HIDEOUT69 PogOh","2020-05-21 15:55:51","quin69","Mafuyui","bits/1000"
"Training for speedrun? PepeLaugh @Elajjaz","2020-05-21 15:55:51","elajjaz","MrHeisenberg___","none"
"is there a tracklist?","2020-05-21 15:55:51","bandsintown","jackuuuuu","premium/1"
"HELP NIKI","2020-05-21 15:55:51","wilbursoot","nodreamjustmemes","none"
"me? PogU","2020-05-21 15:55:51","elajjaz","TeomTV","none"
"restart pc","2020-05-21 15:55:51","drdisrespect","kristian_uk","subscriber/0,premium/1"
"lupo3 lupo3 lupo3 lupo3 lupo3","2020-05-21 15:55:51","drlupo","kbt_is_me","subscriber/12"
"its terrible because you didn't think of it first","2020-05-21 15:55:51","clintstevens","DaBeeeeest","none"
"THEY GAMERS BRO","2020-05-21 15:55:51","shiphtur","trivex_","premium/1"
"pepeD","2020-05-21 15:55:51","asmongold","pupaloopa","subscriber/12,premium/1"
"ZNS WON","2020-05-21 15:55:51","mrtlexify","bestperkjug","subscriber/0"
"HAHAHA LULW","2020-05-21 15:55:51","elajjaz","Qviss","subscriber/3"
"KEKW beautiful","2020-05-21 15:55:51","hasanabi","heysongr8","subscriber/3,premium/1"
"MrDestructoid another fine addition to my collection","2020-05-21 15:55:51","gmhikaru","gungusfungus","premium/1"
"me :)","2020-05-21 15:55:51","elajjaz","TokiisTime","none"
"LUL LUL","2020-05-21 15:55:51","wilbursoot","brad_is_dad_","none"
"tatLove Welcome back phoenix_118 tatKevinH","2020-05-21 15:55:51","timthetatman","Wipz","moderator/1,subscriber/60,partner/1"
"ninjayla","2020-05-21 15:55:51","drlupo","flaredragon05","none"
"turn off SLI its garbage implementation @DrDisrespect","2020-05-21 15:55:51","drdisrespect","x_dj","subscriber/36"
"blade literally carried this. botlane was doomed","2020-05-21 15:55:51","tfblade","humannuo","none"
"SLI is terrible for gaming @DrDisrespect","2020-05-21 15:55:51","drdisrespect","phinn888","subscriber/6,premium/1"
"VAC","2020-05-21 15:55:51","dreamhackcs","FistofHeaven","premium/1"
"LMAO","2020-05-21 15:55:51","hasanabi","joooooanna","subscriber/0"
"PepeLaugh","2020-05-21 15:55:51","elajjaz","NicNacNinja","subscriber/36,bits/100"
"Will you make me mod if I do it Kappa","2020-05-21 15:55:51","clintstevens","ocean_lucky","subscriber/0,premium/1"
"@GMHikaru play in 3d LUL","2020-05-21 15:55:51","gmhikaru","sad_peb","none"
"Working from home right now. My family is killing me.","2020-05-21 15:55:51","clintstevens","evittd","none"
"go buy grapple or rocket boots now you have gold @Quin69","2020-05-21 15:55:51","quin69","Spliffaroony","none"
"backs","2020-05-21 15:55:51","clintstevens","AndyTime","premium/1"
"forsen1","2020-05-21 15:55:51","sodapoppin","Dozzki","none"
"Is it the PC?","2020-05-21 15:55:51","drdisrespect","greensome2684","subscriber/0"
"I wanna play valorant","2020-05-21 15:55:51","onscreen","krishanattre","premium/1"
"only game he won was Top KEKW","2020-05-21 15:55:51","imaqtpie","soulform_","premium/1"
"!pene","2020-05-21 15:55:51","castro_1021","jaredfromdo","none"
"on the face","2020-05-21 15:55:51","clintstevens","serolinosanos","none"
"SLI IS DEAD","2020-05-21 15:55:51","drdisrespect","awesomerninja","subscriber/0,premium/1"
"kekw","2020-05-21 15:55:51","timthetatman","Curly_Crab","premium/1"
"He's lost it monkaW","2020-05-21 15:55:51","elajjaz","SaulGoodman_","subscriber/3,sub-gifter/1"
"This self-patting technique seems to work for him.","2020-05-21 15:55:51","elajjaz","46reel_light","none"
"ADD GAREN TO THE BANLIST NOW KEKW","2020-05-21 15:55:51","tfblade","KidPlayer_7","none"
"sheesh had a system","2020-05-21 15:55:51","nick28t","DanielJD5","subscriber/3,premium/1"
"ye thats it and its also hard to come up with new ideas it costs less to extend 1 idea than make a few new ones","2020-05-21 15:55:51","asmongold","sydneyjenkins","none"
"!gamble 100","2020-05-21 15:55:52","onscreen","venombit3","none"
"SHOTTt","2020-05-21 15:55:52","dreamhackcs","s1ddh4nt","none"
"@DrDisrespect remeber they DID just patch","2020-05-21 15:55:51","drdisrespect","OldManMagic71","subscriber/0,premium/1"
"SUCH FRIEND","2020-05-21 15:55:52","timthetatman","Karbine213","none"
"Hehehehhe mold","2020-05-21 15:55:52","wilbursoot","mrmoldytaco","subscriber/0,premium/1"
"!watchtime","2020-05-21 15:55:52","hiko","kuffzy","none"
